company_name,website,slug
"Krystal Biotech","https://krystalbio.com","krystal-biotech"
"Zenobe","zenobe.com","zenobe"
"Hitchiner","https://hitchiner.com","hitchiner"
"JetZero","https://jetzero.aero","jetzero"
"Reju","https://reju.com","reju"
"Mitra Chem","mitrachem.com","mitra-chem"
"Scout Motors","https://scoutmotors.com","scout-motors"
"Celltrion","https://celltrion.com","celltrion"
"Aspida Financial","https://aspidafinancial.com","aspida-financial"
"Hermeus","https://www.hermeus.com/","hermeus"
"Venus Aerospace","https://www.venusaero.com/","venus-aerospace"
"Battelle Memorial Institute","https://www.battelle.org/","battelle-memorial-institute"
"C-CAT","https://www.c-cat.net/","c-cat"
"BorgWarner","https://borgwarner.com","borgwarner"
"Apollo Fusion (Astra)","https://apollo-fusion.com","apollo-fusion-astra"
"Louis Dreyfus Company","https://ldc.com","louis-dreyfus-company"
"PDF Solutions","pdf.com","pdf-solutions"
"Broadcom","broadcom.com","broadcom"
"Great Day Improvements","https://greatdayimprovements.com","great-day-improvements"
"New Horizon Cuisine","https://newhorizonsbaking.com","new-horizon-cuisine"
"Medpace","https://medpace.com","medpace"
"Draper Laboratory","https://www.draper.com/","draper-laboratory"
"General Atomics EMS","https://www.ga.com/","general-atomics-ems"
"Firehawk Aerospace","https://firehawkaerospace.com/","firehawk-aerospace"
"Crocs","https://crocs.com","crocs"
"EGLO USA","https://eglo.com","eglo-usa"
"Riverain Technologies","https://riveraintech.com","riverain-technologies"
"Poly6 Technologies","https://poly6.com","poly6-technologies"
"Salvagnini America","https://salvagninigroup.com","salvagnini-america"
"Hims & Hers","https://forhims.com","hims-hers"
"RUPES USA","https://rupes.com","rupes-usa"
"ACP Composites","https://acpcomposites.com/","acp-composites"
"Upstart","https://upstart.com","upstart"
"Illuminate USA (LONGi)","illuminateusa.solar","illuminate-usa-longi"
"Ohio Lumex","https://ohiolumex.com","ohio-lumex"
"Imasen Bucyrus Technology","https://imasen.co.jp","imasen-bucyrus-technology"
"Meyer Burger","meyerburger.com","meyer-burger"
"LayerZero Power Systems","https://layerzero.com","layerzero-power-systems"
"Gotion","https://www.gotion.com/","gotion"
"REC Group","recgroup.com","rec-group"
"ES Foundry","esfoundry.com","es-foundry"
"Nel ASA","nelhydrogen.com","nel-asa"
"IronRidge","ironridge.com","ironridge"
"Diageo","https://diageo.com","diageo"
"Cummins Accelera","accelerazero.com","cummins-accelera"
"MediaTek","mediatek.com","mediatek"
"Westinghouse Electric","westinghousenuclear.com","westinghouse-electric"
"Vallourec","https://vallourec.com","vallourec"
"BYD Energy Storage","https://www.byd.com/","byd-energy-storage"
"Axium Packaging","https://axiumpackaging.com","axium-packaging"
"Rolls-Royce SMR","rolls-royce-smr.com","rolls-royce-smr"
"Prism Systems Mobile","https://prismsystems.com","prism-systems-mobile"
"Ultra Safe Nuclear","usnc.com","ultra-safe-nuclear"
"Abeona Therapeutics","https://abeonatherapeutics.com","abeona-therapeutics"
"Neurogene","https://neurogene.com","neurogene"
"Solid Biosciences","https://solidbio.com","solid-biosciences"
"Ascent Aviation Services","https://ascentmro.com","ascent-aviation-services"
"Capsida Biotherapeutics","https://capsida.com","capsida-biotherapeutics"
"Epic Piping","https://epicpiping.com","epic-piping"
"Roche","https://roche.com","roche"
"SynQor","https://synqor.com","synqor"
"FreeFlyer (AI Solutions)","https://ai-solutions.com","freeflyer-ai-solutions"
"Syngene International","https://syngeneintl.com","syngene-international"
"Missouri Technology Corp","https://missouritechnology.com","missouri-technology-corp"
"Tune Therapeutics","https://tunetx.com","tune-therapeutics"
"AskBio (Bayer)","https://askbio.com","askbio-bayer"
"Forge Biologics","https://forgebiologics.com","forge-biologics"
"NSG Group/Pilkington","https://nsg.com","nsg-group-pilkington"
"Apertura Gene Therapy","https://aperturagtx.com","apertura-gene-therapy"
"Chatsworth Products","https://chatsworth.com","chatsworth-products"
"Westrafo America","https://westrafo.com","westrafo-america"
"Viralgen","https://viralgen.com","viralgen"
"Caribou Biosciences","https://cariboubio.com","caribou-biosciences"
"Aerospace Lubricants","https://aerospacelubricants.com","aerospace-lubricants"
"Citigroup Technology","https://citigroup.com","citigroup-technology"
"LEWCO/LogistiQ","https://lewcoinc.com","lewco-logistiq"
"Poseida Therapeutics (Roche)","https://poseida.com","poseida-therapeutics-roche"
"IQE","iqep.com","iqe"
"Johnson & Johnson","https://jm.com","johnson-johnson"
"Samsung SDI America","https://www.samsungsdi.com/","samsung-sdi-america"
"Peak Energy","https://www.peakenergy.com/","peak-energy"
"Meta","https://meta.com","meta"
"LG Energy Solution Michigan","https://www.lgenergymi.com/","lg-energy-solution-michigan"
"Powin","https://powin.com/","powin"
"NextEra Energy Resources","https://www.nexteraenergyresources.com/","nextera-energy-resources"
"Eaton","eaton.com","eaton"
"KoMiCo","https://komico.com","komico"
"Zhuque Aerospace (Landspace)","https://landspace.com","zhuque-aerospace-landspace"
"Tridelta Meidensha","tridelta-meidensha.de","tridelta-meidensha"
"RESRG Automotive Cullman","https://resrgautomotive.com","resrg-automotive-cullman"
"Synthetaic","https://synthetaic.com","synthetaic"
"Arcosa","arcosa.com","arcosa"
"Encore Wire","encorewire.com","encore-wire"
"Ford Motor Company","https://ford.com","ford-motor-company"
"Sediver","sediver.com","sediver"
"Prysmian Group","prysmian.com","prysmian-group"
"WESCO International","wesco.com","wesco-international"
"Wellborn Cabinet","https://wellborn.com","wellborn-cabinet"
"Trench Group","trench-group.com","trench-group"
"ISISPACE","https://isispace.nl","isispace"
"Sila Nanotechnologies","silanano.com","sila-nanotechnologies"
"Ace Aeronautics LLC Guntersville","https://aceaero.com","ace-aeronautics-llc-guntersville"
"Microchip Technology Inc.","https://microchip.com","microchip-technology-inc"
"Alfa Insurance","https://alfainsurance.com","alfa-insurance"
"ERMCO","ermco-eci.com","ermco"
"INNIO Group","innio.com","innio-group"
"Landis+Gyr","landisgyr.com","landis-gyr"
"Formic","formic.co","formic"
"Hammond Power Solutions","hammondpowersolutions.com","hammond-power-solutions"
"Cummins Power Generation","cummins.com","cummins-power-generation"
"Apptronik","https://apptronik.com","apptronik"
"LAPP Insulators","lappinsulators.com","lapp-insulators"
"Mitsubishi Power","power.mhi.com","mitsubishi-power"
"Advanced Navigation","https://www.advancednavigation.com/","advanced-navigation"
"Trystar","trystar.com","trystar"
"Mayo Clinic","https://mayoclinic.org","mayo-clinic"
"Crown Equipment","https://crown.com","crown-equipment"
"Stella-Jones","stella-jones.com","stella-jones"
"Wieland Group","https://wieland.com","wieland-group"
"GreyOrange","greyorange.com","greyorange"
"Samsung SDI","samsungsdi.com","samsung-sdi"
"HIMOINSA","himoinsa.com","himoinsa"
"Neura Robotics","https://neura-robotics.com/","neura-robotics"
"Boston Materials","https://bostonmaterials.co/","boston-materials"
"Sanctuary AI","sanctuary.ai","sanctuary-ai"
"Carbon Robotics","carbonrobotics.com","carbon-robotics"
"Bridor","https://bridor.com","bridor"
"Ascend Elements","ascendelements.com","ascend-elements"
"HIWIN","hiwin.tw","hiwin"
"Pennsylvania Transformer Technology","https://patransformer.com","pennsylvania-transformer-technology"
"Verkor","verkor.com","verkor"
"Toray Composite Materials","https://www.toraycma.com/","toray-composite-materials"
"Centrus/Fluor","https://centrusenergy.com","centrus-fluor"
"Cambium","https://cambium-usa.com/","cambium"
"Thyssenkrupp Nucera","thyssenkrupp-nucera.com","thyssenkrupp-nucera"
"FuelCell Energy","fuelcellenergy.com","fuelcell-energy"
"The Aerospace Corporation","https://jmsmucker.com","the-aerospace-corporation"
"HyperSciences","https://hypersciences.com/","hypersciences"
"NuScale Power","nuscalepower.com","nuscale-power"
"GameChange Solar","gamechangesolar.com","gamechange-solar"
"Unirac","unirac.com","unirac"
"Convalt Energy","convalt.com","convalt-energy"
"Pharmavite","https://pharmavite.com","pharmavite"
"Oklo","oklo.com","oklo"
"Last Energy","lastenergy.com","last-energy"
"Advanced Composites Inc","https://www.advancedcomposites.com/","advanced-composites-inc"
"Eve Air Mobility","https://eveairmobility.com","eve-air-mobility"
"Stryten Energy","https://www.stryten.com/","stryten-energy"
"Wisk Aero","wisk.aero","wisk-aero"
"Vertical Aerospace","vertical-aerospace.com","vertical-aerospace"
"Volocopter","volocopter.com","volocopter"
"Textron eAviation","txtav.com","textron-eaviation"
"S&C Electric","sandc.com","s-c-electric"
"ABB Robotics","https://new.abb.com/","abb-robotics"
"Wolfspeed","wolfspeed.com","wolfspeed"
"Ibiden","ibiden.co.jp","ibiden"
"SPX Transformer Solutions","spxtransformersolutions.com","spx-transformer-solutions"
"Coherent Corp","coherent.com","coherent-corp"
"Modine Manufacturing","https://modine.com","modine-manufacturing"
"Soulbrain","soulbrain.co.kr","soulbrain"
"Wärtsilä Energy","wartsila.com","w-rtsil-energy"
"Electric Hydrogen","eh2.com","electric-hydrogen"
"Noveon Magnetics","https://noveon.co/","noveon-magnetics"
"Perkins Engines","perkins.com","perkins-engines"
"Enphase Energy","https://enphase.com/","enphase-energy"
"Centrus Energy","centrusenergy.com","centrus-energy"
"Unimicron","unimicron.com","unimicron"
"X-Bow Systems","https://www.xbowsystems.com/","x-bow-systems"
"Suniva","suniva.com","suniva"
"Ajinomoto","https://ajinusa.com","ajinomoto"
"Beta Technologies","beta.team","beta-technologies"
"ESMC (TSMC/Bosch/Infineon/NXP)","esmc.eu","esmc-tsmcboschinfineonnxp"
"Eli Lilly and Company","https://lilly.com","eli-lilly-and-company"
"BWX Technologies","bwxt.com","bwx-technologies"
"Replimune","https://replimune.com","replimune"
"Hitachi Energy","hitachienergy.com","hitachi-energy"
"Kairos Power","kairospower.com","kairos-power"
"TSMC","https://tsmc.com","tsmc"
"Intel","https://intel.com","intel"
"Applied Materials","appliedmaterials.com","applied-materials"
"AGC Inc","agc.com","agc-inc"
"Immatics","https://immatics.com","immatics"
"Genentech","https://sparktx.com","genentech"
"Hypersonix Launch Systems","https://www.hypersonix.com","hypersonix-launch-systems"
"Ballard Power","ballard.com","ballard-power"
"Boeing","https://www.boeing.com/","boeing"
"Axcelis Technologies","axcelis.com","axcelis-technologies"
"Coherent (II-VI)","https://coherent.com","coherent-ii-vi"
"GlobalFoundries","https://gf.com","globalfoundries"
"Enel North America","enelnorthamerica.com","enel-north-america"
"First Solar","firstsolar.com","first-solar"
"GE Vernova","gevernova.com","ge-vernova"
"Ultragenyx","https://ultragenyx.com","ultragenyx"
"Sangamo Therapeutics","https://sangamo.com","sangamo-therapeutics"
"Echodyne","https://echodyne.com","echodyne"
"Ucore Rare Metals","https://ucore.com/","ucore-rare-metals"
"Coherent","coherent.com","coherent"
"Apple","https://apple.com","apple"
"Hadrian","https://hadrian.co","hadrian"
"Nauticus Robotics","nauticusrobotics.com","nauticus-robotics"
"Nuro","nuro.ai","nuro"
"Blue Pony Energy","blueponyenergy.com","blue-pony-energy"
"Onto Innovation","ontoinnovation.com","onto-innovation"
"Plug Power","plugpower.com","plug-power"
"Mkango Resources","https://mkango.ca/","mkango-resources"
"FuriosaAI","furiosa.ai","furiosaai"
"Southwire","southwire.com","southwire"
"PharmaEssentia","pharmaessentia.com","pharmaessentia"
"Lam Research","lamresearch.com","lam-research"
"TerraPower","terrapower.com","terrapower"
"ARC Clean Technology","arccleantech.com","arc-clean-technology"
"ITM Power","itm-power.com","itm-power"
"Monolithic Power Systems","monolithicpower.com","monolithic-power-systems"
"Verdagy","verdagy.com","verdagy"
"Homology Medicines","https://homologymedicines.com","homology-medicines"
"Enel 3Sun","3sun.com","enel-3sun"
"SolarEdge Technologies","solaredge.com","solaredge-technologies"
"Cabaletta Bio","cabalettabio.com","cabaletta-bio"
"Lyten","lyten.com","lyten"
"Boom Supersonic","boomsupersonic.com","boom-supersonic"
"Graybar Electric","graybar.com","graybar-electric"
"Hitachi High-Tech","hitachi-hightech.com","hitachi-high-tech"
"Nova Ltd","novami.com","nova-ltd"
"TMEIC","tmeic.com","tmeic"
"Diodes Incorporated","diodes.com","diodes-incorporated"
"Melexis","melexis.com","melexis"
"ICEYE","https://iceye.com","iceye"
"Dexory","dexory.com","dexory"
"Niron Magnetics","https://www.nironmagnetics.com/","niron-magnetics"
"SEL (Schweitzer Engineering)","selinc.com","sel-schweitzer-engineering"
"Fluence Energy","https://fluenceenergy.com/","fluence-energy"
"Hexcel Corporation","https://hexcel.com/","hexcel-corporation"
"Beyond Gravity","https://beyondgravity.com","beyond-gravity"
"ClearSpace","https://clearspace.today","clearspace"
"OSI (Open Systems International)","osii.com","osi-open-systems-international"
"Blue Star Power Systems","bluestarps.com","blue-star-power-systems"
"Vulcan Elements","https://vulcanelements.com/","vulcan-elements"
"Mujin","mujin-corp.com","mujin"
"Locus Robotics","https://locusrobotics.com/","locus-robotics"
"Osaro","osaro.com","osaro"
"Sabre Industries","sabreindustries.com","sabre-industries"
"Lexeo Therapeutics","https://lexeotx.com","lexeo-therapeutics"
"Figure AI","https://www.figure.ai/","figure-ai"
"Galbot","galbot.com","galbot"
"Plus One Robotics","plusonerobotics.com","plus-one-robotics"
"Prolec GE","prolec.energy","prolec-ge"
"Resilient Structures","resilientstructures.com","resilient-structures"
"Koppers","koppers.com","koppers"
"Energy Fuels","https://www.energyfuels.com/","energy-fuels"
"Caterpillar Electric Power","cat.com","caterpillar-electric-power"
"GE Vernova Gas Power","gevernova.com","ge-vernova-gas-power"
"Special Metals","https://www.specialmetals.com/","special-metals"
"AutoStore","autostoresystem.com","autostore"
"Cyclic Materials","https://cyclicmaterials.earth/","cyclic-materials"
"Kawasaki Gas Turbines","kawasaki.com","kawasaki-gas-turbines"
"Exotec","exotec.com","exotec"
"Geek+","geekplus.com","geek"
"A123 Systems","https://a123systems.com","a123-systems"
"Seegrid","seegrid.com","seegrid"
"Orchard Robotics","orchardrobotics.ai","orchard-robotics"
"Solid Power","solidpowerbattery.com","solid-power"
"ESS Inc.","https://essinc.com/","ess-inc"
"RightHand Robotics","righthandrobotics.com","righthand-robotics"
"Modus Advanced","https://www.modusadvanced.com/","modus-advanced"
"Hera Technologies","https://www.heratechnologies.com/","hera-technologies"
"Thales","https://www.thalesgroup.com/","thales"
"Lockheed Martin","https://www.lockheedmartin.com/","lockheed-martin"
"Concept Group LLC","https://conceptgroupllc.com/","concept-group-llc"
"Gotion High-Tech","gotion.com","gotion-high-tech"
"Energy Vault","energyvault.com","energy-vault"
"Dynetics","https://www.leidos.com/","dynetics"
"Polaris Sensor Technologies","https://www.polarissensor.com/","polaris-sensor-technologies"
"Stratolaunch","https://www.stratolaunch.com/","stratolaunch"
"GE Aerospace","https://geaerospace.com","ge-aerospace"
"Atomic-6","https://www.atomic-6.com/","atomic-6"
"Balyo","balyo.com","balyo"
"LG Energy Solution","lgensol.com","lg-energy-solution"
"QuantumScape","quantumscape.com","quantumscape"
"Enovix","enovix.com","enovix"
"Amprius Technologies","amprius.com","amprius-technologies"
"Kratos Defense","https://www.kratosdefense.com/","kratos-defense"
"GuideNav","https://guidenav.com/","guidenav"
"Orbital Composites","https://www.orbitalcomposites.com/","orbital-composites"
"Mentis Sciences","https://www.mentissciences.com/","mentis-sciences"
"General Dynamics","https://gm.com","general-dynamics"
"Berkshire Grey","https://www.berkshiregrey.com/","berkshire-grey"
"Built Robotics","builtrobotics.com","built-robotics"
"Iron Ox","ironox.com","iron-ox"
"HD Hyundai Robotics","hyundai-robotics.com","hd-hyundai-robotics"
"Panasonic Energy","na.panasonic.com/us/energy","panasonic-energy"
"Castelion","https://www.castelion.com/","castelion"
"Spirit AeroSystems","https://www.spiritaero.com/","spirit-aerosystems"
"KLA","spts.com","kla"
"Kawasaki Robotics","kawasakirobotics.com","kawasaki-robotics"
"Honeywell Aerospace","https://aerospace.honeywell.com/","honeywell-aerospace"
"TE Connectivity","https://www.te.com/","te-connectivity"
"Shin-Etsu Chemical","shinetsu.com","shin-etsu-chemical"
"BYD","byd.com","byd"
"HAMR Industries","https://www.hamrindustries.com/","hamr-industries"
"6 River Systems (Ocado)","6river.com","6-river-systems-ocado"
"Chang Robotics","changrobotics.com","chang-robotics"
"FarmWise","farmwise.io","farmwise"
"Bone AI","bone.ai","bone-ai"
"Microvast","microvast.com","microvast"
"Northvolt","northvolt.com","northvolt"
"Oceaneering","https://www.oceaneering.com/","oceaneering"
"Albany Engineered Composites","https://www.albint.com/","albany-engineered-composites"
"Axiom Materials","https://axiommaterials.com/","axiom-materials"
"BAE Systems","https://www.baesystems.com/","bae-systems"
"Raytheon","https://www.rtx.com/","raytheon"
"Kinsus Interconnect","kinsus.com.tw","kinsus-interconnect"
"Plasma-Therm","plasmatherm.com","plasma-therm"
"SUSS MicroTec","suss.com","suss-microtec"
"Atlant 3D","atlant3d.com","atlant-3d"
"X-FAB","xfab.com","x-fab"
"Hanwha Qcells","https://www.hanwhaaerospace.com","hanwha-qcells"
"Heliene","heliene.com","heliene"
"Passage Bio","https://passagebio.com","passage-bio"
"Hanmi Semiconductor","hanmisemi.com","hanmi-semiconductor"
"Renesas Electronics","renesas.com","renesas-electronics"
"Hoya","hoya.com","hoya"
"ams-OSRAM","ams-osram.com","ams-osram"
"Vinci","getvinci.ai","vinci"
"LONGi Green Energy","longi.com","longi-green-energy"
"Silfab Solar","silfabsolar.com","silfab-solar"
"Mission Solar","missionsolar.com","mission-solar"
"ASM International","asm.com","asm-international"
"Lasertec","lasertec.co.jp","lasertec"
"Cirrus Logic","cirrus.com","cirrus-logic"
"Heraeus Electronics","heraeus-electronics.com","heraeus-electronics"
"REGENXBIO","https://regenxbio.com","regenxbio"
"4D Molecular Therapeutics","https://4dmoleculartherapeutics.com","4d-molecular-therapeutics"
"JSR Corporation","jsr.co.jp","jsr-corporation"
"Jaguar Gene Therapy","https://jaguargenetherapy.com","jaguar-gene-therapy"
"Legend Biotech","https://legendbiotech.com","legend-biotech"
"Nordson Electronics","nordson.com","nordson-electronics"
"AMD","amd.com","amd"
"Allogene Therapeutics","https://allogene.com","allogene-therapeutics"
"Fate Therapeutics","https://fatetherapeutics.com","fate-therapeutics"
"Affinia Therapeutics","https://affiniatx.com","affinia-therapeutics"
"Stoke Therapeutics","https://stoketherapeutics.com","stoke-therapeutics"
"Spirovant Sciences","https://spirovant.com","spirovant-sciences"
"EnCharge AI","enchargeai.com","encharge-ai"
"JA Solar","jasolar.com","ja-solar"
"Boviet Solar","bovietsolar.com","boviet-solar"
"Air Products","https://atsginc.com","air-products"
"Capricor Therapeutics","https://capricor.com","capricor-therapeutics"
"Generation Bio","https://generationbio.com","generation-bio"
"Array Technologies","arraytechinc.com","array-technologies"