Company,Industry,HQ Location,Country,Ownership,Ticker,Segment,Tier,Signal,Signal Date,Score,Source URL,Messaging Hook
SPX Transformer Solutions,grid-transmission,"Waukesha, WI",USA,Private,,Transformers,A,$70M Waukesha expansion; Goldsboro NC 50th anniversary; 1200+ US employees; 5-1200 MVA up to 345kV,2025,8,https://www.spx.com/spx-transformer-solutions-goldsboro-north-carolina-facility-celebrates-50th-anniversary/,Waukesha + Goldsboro manufacturing
WEG Transformers USA,grid-transmission,"Washington, MO",Brazil,Public,WEGE3.SA,Transformers,A,$77M 5th NA factory expansion Sept 2025; 3 Missouri facilities; acquired CG Power USA; wind/solar focus,2025,8,https://www.missourinet.com/2025/09/23/washington-missouri-lands-major-expansion-from-weg-transformers/,$77M Missouri expansion; 5th NA factory
Enel North America,grid-transmission,"Andover, MA",USA,Public,ENEL.MI,Grid-Scale Storage,A,10+ GW US capacity; 1.3 GW Texas BESS; 520 MW/780 MWh operational storage; tripled TX capacity 2023,2025,8,https://www.enelnorthamerica.com/about-us/newsroom/search-press/press/2024/03/enel-10gw,10+ GW US; 1.3 GW Texas storage
Rehlko (Kohler Energy),grid-transmission,"Kohler, WI",USA,Private,Platinum Equity,Generator Sets,A,Rebranded from Kohler Energy Sep 2024; Mosel WI site redesigned; expanding industrial generators; Milwaukee area HQ,2025,8,https://www.rehlko.com/kohler-energy-is-now-rehlko,Rebranded; WI industrial expansion
Mitsubishi Power,grid-transmission,"Savannah, GA",USA,Public,7011.T,Gas Turbines,A,Savannah GA manufacturing; JAC turbine most efficient; Takasago Hydrogen Park verification; 4M+ operating hours,2025,8,https://power.mhi.com/regions/amer/products/gas-turbines,Savannah GA manufacturing; JAC turbine
HD Hyundai Robotics,robotics-international-v3,"Seongnam, South Korea",Korea,Private,,Industrial Robotics,A,$144M raise for AI-powered robots; part of Hyundai $26B US investment,2025-08,8,https://www.kedglobal.com/robotics/newsView/ked202508250006,Hyundai US investment; AI robotics expansion
Fluence Energy,battery-expanded,"Arlington, VA",USA,Public,FLNC,Grid Storage,A,Arizona manufacturing open; Houston thermal; $700M US investment; 1200+ jobs; 2.2 GWh Excelsior deal,2025,8,https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-expands-us-manufacturing-footprint-enclosure-and-battery,Multi-site US manufacturing; Siemens/AES heritage
Ford Energy,battery-expanded,"Dearborn, MI / Marshall MI",USA,Public,F,Grid Storage + Data Center,A,$2B BlueOval Battery Park Marshall; pivoting to grid/data center; 20 GWh capacity; CATL LFP tech,2025-2026,8,https://finance.yahoo.com/news/ford-starting-battery-storage-business-211745514.html,Data center + grid storage pivot with CATL tech
Verkor,battery-expanded,"Grenoble, France / Dunkirk FR",France,Private,,EV Battery,A,€2.1B debt + equity inc $900M Series C; Dunkirk 16 GWh gigafactory inaugurated; Renault 20% stake,2025,8,https://verkor.com/en/,Your Dunkirk gigafactory and Renault partnership anchor European EV battery production
Plug Power,hydrogen-energy,"Latham, NY",USA,Public,PLUG,Electrolyzers + Fuel Cells,A,95+ MW electrolyzer capacity delivered; 100MW Galp Portugal project; Georgia + Tennessee production facilities,2025,8,https://www.plugpower.com/plug-power-2025-a-year-of-momentum-milestones-and-meaningful-progress/,US electrolyzer leader; GA + TN manufacturing
Nel ASA,hydrogen-energy,"Oslo, Norway",Norway,Public,NEL.OL,Electrolyzers,A,Acquired Green Hydrogen Systems assets Jun 2025; alkaline + PEM technology; scaling production,2025,8,https://www.marketsandmarkets.com/ResearchInsight/electrolyzers-market.asp,GHS acquisition; dual technology leader
Electric Hydrogen,hydrogen-energy,"Natick, MA",USA,Private,,Electrolyzers,A,$220M+ raised; 1 GW/year stack production target; HIF Texas e-Fuels project supplier,2025,8,https://eh2.com/,HIF Texas contract; GW-scale production
Ohmium,hydrogen-energy,"Fremont, CA",USA,Private,,Electrolyzers,A,$250M Series C from TPG; modular PEM systems; rapid production ramp,2024,8,https://pubs.acs.org/doi/10.1021/cen-10115-buscon7,$250M Series C; production scaling
Centrus Energy,smr-nuclear,"Bethesda, MD",USA,Public,LEU,Fuel,A,First US HALEU production Oct 2023; DOE contract expansion; critical for advanced reactors,2024-2025,8,https://www.centrusenergy.com/,Only US HALEU producer; essential for SMRs
Canadian Solar,solar-manufacturing,"Guelph, ON Canada / Mesquite TX",Canada,Public,CSIQ,Integrated,A,3 US facilities: modules + cells + e-STORAGE; $3.2B backlog; 81 GWh storage pipeline; Texas expansion,2025,8,https://investors.canadiansolar.com/news-releases/news-release-details/canadian-solar-reports-fourth-quarter-and-full-year-2024-results,$3.2B backlog; modules + cells + storage US manufacturing
Illuminate USA (LONGi),solar-manufacturing,"Pataskala, OH",USA,Private,LONGi JV,Modules,A,"$600M investment; 5 GW Ohio factory; 1,000 workers; full capacity end 2024",2024,8,https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,$600M Ohio factory; LONGi JV
Enel 3Sun,solar-manufacturing,"Rome, Italy / Sicily + US TBD",Italy,Public,ENEL.MI,Cells + Modules,A,€560M Sicily 3 GW gigafactory (Europe's largest); US 3 GW plant announced; HJT technology,2024,8,https://www.eib.org/en/press/all/2024-020-europe-s-biggest-solar-gigafactory-3sun-secures-eur560-million-financing-from-eib-and-pool-of-italian-banks-led-by-unicredit-and-backed-by-sace,€560M Sicily gigafactory; US plant coming
Suniva,solar-manufacturing,"Norcross, GA",USA,Private,,Cells,A,Georgia cell factory restarted Nov 2024 (1 GW); scaling to 2.5 GW; first US cell production restart,2024,8,https://www.reuters.com/business/energy/solar-manufacturer-suniva-resumes-production-american-made-cells-2024-11-08/,US cell manufacturing restarted
Boviet Solar,solar-manufacturing,"Ho Chi Minh City, Vietnam / Greenville NC",Vietnam,Private,,Cells + Modules,A,3 GW North Carolina module + cell facility expansion Sept 2025; fully integrated US manufacturing,2025,8,https://www.solarpowerworldonline.com/2025/09/boviet-solar-adds-another-gigawatt-of-capacity-at-nc-solar-panel-manufacturing-facility/,3 GW NC integrated cell + module facility
ES Foundry,solar-manufacturing,"Columbia, SC",USA,Private,,Cells,A,1 GW South Carolina cell factory opened Jan 2025; second US cell manufacturer; domestic content,2025,8,https://solartechonline.com/blog/us-solar-manufacturing-guide/,Second US cell manufacturer; SC factory
SolarEdge Technologies,solar-manufacturing,"Herzliya, Israel / Texas + Florida",Israel,Public,SEDG,Inverters,A,Texas inverters + Florida optimizers + Utah batteries; 8M optimizers/quarter capacity; domestic content,2025,8,https://investors.solaredge.com/news-releases/news-release-details/solaredge-marks-milestones-us-manufacturing-strategy-achieving,TX + FL + UT US manufacturing; 45X credits
Array Technologies,solar-manufacturing,"Albuquerque, NM",USA,Public,ARRY,Trackers,A,100% domestic content trackers H1 2025; Albuquerque NM factory construction; #3 global tracker,2025,8,https://www.pv-tech.org/array-on-course-to-deliver-100-domestic-content-pv-tracker-in-h1-2025/,100% US domestic content 2025; NM factory
ON Semiconductor,semiconductor,"Scottsdale, AZ",USA,Public,ON,Fabs,A,SiC fab expansion South Korea completed; US CHIPS funding for SiC epitaxial expansion,2024-2025,7,https://www.semiconductors.org/chip-supply-chain-investments/,SiC power semiconductor expansion
Axcelis Technologies,semiconductor,"Beverly, MA",USA,Public,ACLS,Equipment (Front-End),A,Purion Power Series+ launched Sept 2025 for SiC; $6B market opportunity by 2030; 4 SEC filings re: expansion,2025-09,7,https://investor.axcelis.com/news-releases/news-release-details/axcelis-announces-launch-companys-new-purion-power-series-ion,SiC ion implant leader; new platform
Amkor Technology,semiconductor,"Tempe, AZ",USA,Public,AMKR,OSAT,A,Arizona facility expansion; advanced packaging for AI/HPC,2024-2025,7,https://www.amkor.com/,US advanced packaging leader
X-FAB,semiconductor,"Lubbock, TX / Erfurt, Germany",Germany,Public,XFAB,Fabs,A,$50M CHIPS funding Dec 2024; only high-volume SiC foundry in USA; Lubbock TX expansion,2024-12,7,https://www.nist.gov/chips/x-fab-texas-lubbock,Only US SiC foundry; Lubbock expansion
Ajinomoto,semiconductor,"Tokyo, Japan",Japan,Public,2802.T,Materials,A,JPY 25B ($166M) investment by 2030; 50% ABF capacity expansion; CEO is ABF inventor,2025,7,https://www.trendforce.com/news/2025/04/01/news-japanese-firm-ajinomoto-to-invest-jpy-25-billion-by-2030-to-expand-abf-production-for-advanced-packaging/,ABF film 50% expansion
Unimicron,semiconductor,"Taoyuan, Taiwan",Taiwan,Public,3037.TW,Substrates,A,UMC-backed expansion; aims to surpass Japanese by 2025; double-digit revenue growth 2024; high-end substrate focus,2025,7,https://www.digitimes.com/news/a20251217PD240/umc-unimicron-ic-substrate-demand-investment.html,High-end substrate market leader push
Renesas Electronics,semiconductor,"Tokyo, Japan",Japan,Public,6723.T,Fabs,A,Kofu fab reopened for power semis 2024; SiC production end 2024; acquired Transphorm GaN,2024-2025,7,https://www.datacenterdynamics.com/en/news/renesas-reopens-previously-shuttered-japanese-chip-fab/,Kofu fab reopened; SiC + GaN expansion
Tower Semiconductor,semiconductor,"Migdal HaEmek, Israel",Israel,Public,TSEM,Fabs,A,Intel New Mexico partnership; ST Italy joint facility qualified Q4 2024; $300M investment in Intel fab tools,2024,7,https://newsroom.intel.com/intel-foundry/sept-2023-manufacturing-news,Intel partnership; specialty foundry expansion
Vishay Intertechnology,semiconductor,"Malvern, PA",USA,Public,VSH,Fabs,A,Acquired Newport Wafer Fab UK $177M Mar 2024; £51M UK investment Nov 2024; accelerates SiC plans,2024,7,https://ir.vishay.com/news-releases/news-release-details/vishay-intertechnology-acquires-nexperias-newport-wafer-fab-177,UK Newport Fab acquisition + investment
Toppan / Tekscend Photomask,semiconductor,"Tokyo, Japan",Japan,Public,7911.T,Materials,A,$2B IPO for Tekscend spinoff 2025; IBM EUV R&D partnership 5-year; FC-BGA substrate expansion,2025,7,https://www.reuters.com/technology/tekscend-photomask-targets-2-billion-valuation-japan-ipo-sources-say-2025-08-26/,Tekscend IPO; IBM partnership
Siltronic,semiconductor,"Munich, Germany",Germany,Public,WAF.DE,Materials,A,EUR 136M Germany expansion; Burghausen + Freiberg; 225 new jobs; new 300mm Freiberg plant,2024-2025,7,https://www.siltronic.com/en/press/press-releases/siltronic-expands-300-mm-production-in-germany.html,Germany 300mm expansion
Hitachi High-Tech,semiconductor,"Tokyo, Japan",Japan,Public,Hitachi,Equipment (Front-End),A,New Kasado production facility completed 2025; etching systems expansion,2025,7,https://www.hitachi.com/New/cnews/month/2023/04/230418a.html,New Japan production facility
Soulbrain,semiconductor,"Seongnam, South Korea",Korea,Public,357780.KQ,Materials,A,$175M Taylor Texas plant for Samsung; high-purity phosphoric acid; construction Jan 2025,2025,7,https://www.statesman.com/story/news/local/2024/07/29/samsung-semiconductors-plant-taylor-texas-south-korean-company-soulbrain-tx-llc-invest/74562610007/,Taylor TX plant for Samsung
ams-OSRAM,semiconductor,"Premstätten, Austria",Austria,Public,AMS.SW,Fabs,A,€227M EU Chips Act funding Feb 2025; €567M investment by 2030; Austria expansion,2025,7,https://ams-osram.com/news/press-releases/european-chips-act,Austria fab expansion; EU Chips Act
SUSS MicroTec,semiconductor,"Garching, Germany",Germany,Public,SMHN.DE,Equipment (Front-End),A,AI chip module capacity expansion; multi-year growth cycle; CMD 2025 targets,2025,7,https://www.suss.com/en,AI packaging equipment growth
VAT Group,semiconductor,"Haag, Switzerland",Switzerland,Public,VACN.SW,Equipment (Front-End),A,New R&D center April 2025; Haag production expansion for European customers,2025,7,https://www.vatgroup.com/investor-relations/group-results,New R&D center; European production
d-Matrix,semiconductor,"Santa Clara, CA",USA,Private,,Fabless,B,$275M Series C Dec 2025; digital in-memory compute; $450M total raised; global expansion,2025,7,https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/,Large-scale AI deployments
Rebellions,semiconductor,"Seongnam, South Korea",Korea,Private,,Fabless,B,$250M Series C; ARM + Samsung backed; mass production accelerating,2025,7,https://rebellions.ai/newsroom/rebellions-raises-250-million-to-advance-the-next-generation-ai-infrastructure-backed-by-arm-and-samsung/,Korean AI chip unicorn
Venus Aerospace,aerospace,"Houston, TX",USA,Private,,Hypersonics,A,Lockheed Martin Ventures investment + May 2025 RDRE flight test,Oct 2025,7,https://spacenews.com/lockheed-martin-ventures-invests-in-rocket-propulsion-startup-venus-aerospace/,Lockheed investment validates your rotating detonation engine breakthrough
L3Harris,aerospace,"Melbourne, FL",USA,Public,LHX,Hypersonics,A,$22M GAMMA-H scramjet + Zeus motor production increase to 60 units,2024-2025,7,https://www.l3harris.com/newsroom/press-release/2025/12/l3harris-receives-letter-intent-kratos-defense-production-large,Scramjet and motor production signals growing demand
York Space Systems,space-industry,"Denver, CO",,Private,,Spacecraft & Satellite Systems,A,"4th production facility (Potomac) adding 60,000 sq ft; 1,000+ spacecraft/year capacity",2023-08,7,https://www.prnewswire.com/news-releases/construction-of-york-space-systems-fourth-production-facility-is-complete-doubling-production-capacity-to-meet-growing-commercial-and-government-demand-301895989.html,Denver satellite manufacturing; high-rate production
Terran Orbital,space-industry,"Irvine, CA",,Public,LLAP,Spacecraft & Satellite Systems,A,"Acquired by Lockheed Martin (Aug 2024); 98,000 sq ft manufacturing facility",2024-08,7,https://news.lockheedmartin.com/2024-08-15-Lockheed-Martin-to-Acquire-Terran-Orbital,Lockheed integration support; advanced satellite manufacturing
Astranis,space-industry,"San Francisco, CA",,Private,,Spacecraft Components & Subsystems,A,4 MicroGEO satellites launched (Dec 2024); $8M USSF contract; scaling manufacturing capacity,2024-12,7,https://spacenews.com/four-satellite-astranis-launch-signals-shift-toward-scaled-geo-deployments/,GEO satellite manufacturing scale-up; 400+ employees
Orbex,space-industry,"Forres, Scotland",,Private,,Launch & Space Access,A,£20M UK government investment (Jan 2025); London base + Scotland HQ expansion,2025-01,7,https://www.scotsman.com/business/all-systems-go-for-ground-breaking-rocket-launch-after-scotlands-orbex-secures-ps20m-boost-4964379,UK launch manufacturing; Scottish aerospace growth
Benchmark Space Systems,space-industry,"Burlington, VT",,Private,,Spacecraft Components & Subsystems,A,"40,000 sq ft facility in Burlington VT; tripled production capacity; UK expansion",2024,7,https://www.benchmarkspacesystems.com/news/post/press-release-benchmark-space-systems-triples-propulsion-system-production-capacity-doubles-personnel-to-meet-thruster-and-in-space-mobility-demand,Vermont propulsion manufacturing; UK Westcott expansion
Orbit Fab,space-industry,"Lafayette, CO",,Private,,In-Space Services Logistics & Safety,A,$28.5M Series A; expanding manufacturing; 3 launches for US government 2025; UK £2M investment,2024-07,7,https://www.orbitfab.com/news/uk-refueling-innovation/,Space refueling infrastructure; Colorado manufacturing
Resilient Structures,grid-transmission,"Houston, TX",USA,Private,,Utility Structures,B,Houston factory opened Jul 2024; composite utility poles; CenterPoint largest customer; 30 countries,2024,7,https://www.houstonchronicle.com/business/energy/article/electric-transmission-pole-resilient-19507283.php,Houston composite pole factory
Agility Robotics,robotics-oem,Corvallis OR,,Private,,Humanoid Robots (Logistics),A,RoboFab facility in Salem OR producing Digit; capacity for 10K units/year,2023-2025,7,https://spectrum.ieee.org/agility-humanoid-robotics-factory,Your RoboFab facility and Amazon/GXO partnerships show strong demand — planning additional production capacity?
Eos Energy,battery-expanded,"Pittsburgh, PA",USA,Public,EOSE,Long-Duration Storage,A,$353M DOE loan; Turtle Creek automation expansion; HQ move to Pittsburgh; 735 jobs,2024-2025,7,https://dced.pa.gov/newsroom/governor-shapiro-secures-nearly-353-million-investment-from-eos-energy/,DOE-backed zinc battery expansion
Verdagy,hydrogen-energy,"Moss Landing, CA",USA,Private,,Electrolyzers,B,Advanced Water Electrolysis technology; IRA-driven US focus; production ramp 2024,2024,7,https://www.latitudemedia.com/news/flush-with-new-funding-electrolyzer-startups-are-ready-to-ramp-up/,Advanced alkaline technology
ARC Clean Technology,smr-nuclear,"Saint John, NB",Canada,Private,,SMR Developer,B,Series B closed Dec 2025 for ARC-100 commercialization; Canadian CNSC licensing; New Brunswick site,2025,7,https://www.powermag.com/advanced-nuclear-developers-raise-new-capital-as-2025-investment-hits-record-levels-and-demonstrations-near/,Series B for Canadian SMR commercialization
Trina Solar (T1 Energy),solar-manufacturing,"Changzhou, China / Wilmer TX",China,Public,688599.SS,Modules,A,$200M 5 GW Texas module plant opened; expansion in 2025; rebranded T1 Energy for US ops,2024-2025,7,https://www.sunhub.com/blog/top-5-american-solar-panel-manufacturers-in-2025/,5 GW Texas module factory
JinkoSolar,solar-manufacturing,"Shanghai, China / Jacksonville FL",China,Public,JKS,Modules,A,Jacksonville FL 2 GW module factory; $67M investment; 600 jobs; operational 2024,2024,7,https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,2 GW Florida factory operational
GameChange Solar,solar-manufacturing,"New York, NY",USA,Private,,Trackers + Racking,A,13.7 GW shipped 2024; US manufacturing; Genius Tracker; aggressive growth,2024,7,https://www.globenewswire.com/news-release/2025/11/04/3180573/0/en/Solar-Tracker-Market-to-Reach-US-32-43-Billion-by-2033-Astute-Analytica.html,13.7 GW shipped; US tracker leader
Cyclic Materials,rare-earth-processing,Toronto ON,,Private,,REE Recycling,A,$82M investment in new rare earth recycling campus in McBee SC + existing US commercial facility,Jan 2026,7,https://www.businesswire.com/news/home/20260129743973/en/Cyclic-Materials-to-Expand-U.S.-Rare-Earth-Recycling-Footprint-with-New-South-Carolina-Campus,Your $82M South Carolina campus accelerates US recycling capacity — as magnet scrap volumes grow are more sites planned?
STMicroelectronics,semiconductor,"Geneva, Switzerland",Switzerland,Public,STM,Fabs,B,Catania Italy SiC campus with 200mm fab; EUR730M investment; reshaping EU manufacturing footprint,2024-2025,6,https://www.yolegroup.com/player-interviews/sic-is-in-a-race-to-meet-growing-demand-for-new-technologies-an-interview-with-stmicroelectronics/,Catania SiC campus; Italy investment
ESMC (TSMC/Bosch/Infineon/NXP),semiconductor,"Dresden, Germany",Germany,JV,,Fabs,B,Dresden fab joint venture; TSMC-operated; production expected 2027; €10B investment,2027,6,https://pr.tsmc.com/english/news/3049,Dresden JV; European production
Shinko Electric Industries,semiconductor,"Nagano, Japan",Japan,Public,6967.T,Substrates,B,BGA substrate expansion; AI server revenue 3x FY2023; Fujitsu subsidiary,2024-2025,6,https://www.digitimes.com/news/a20241105PD208/demand-ibiden-ic-substrate-shinko-electric-2024.html,AI server substrate growth
Microchip Technology,semiconductor,"Chandler, AZ",USA,Public,MCHP,Fabs,B,$162M CHIPS for Oregon + Colorado expansion; closing Tempe AZ Sept 2025; consolidating,2024-2025,6,https://www.oregonlive.com/silicon-forest/2024/12/microchip-will-close-arizona-factory-while-it-pursues-federal-subsidies-to-expand-in-oregon-colorado.html,Oregon + Colorado CHIPS expansion
Rohm Semiconductor,semiconductor,"Kyoto, Japan",Japan,Public,6963.T,Fabs,B,Largest facility to start end 2024; SiC production expansion; acquired Solar Frontier fab,2024-2025,6,https://www.eenewseurope.com/en/rohm-buys-japanese-fab-for-sic-boost/,New SiC fab Japan
Kokusai Electric,semiconductor,"Tokyo, Japan",Japan,Public,6525.T,Equipment (Front-End),B,New US demo center; Toyama manufacturing expansion,2024-2025,6,https://www.kokusai-electric.com/en/news/document,Batch processing equipment
NVIDIA,semiconductor,"Santa Clara, CA",USA,Public,NVDA,Fabless,B,$374M Santa Clara campus purchase 2024; 324K sqft new facility May 2025; $4.5T market cap,2025,6,https://www.credaily.com/briefs/nvidia-expansion-drives-silicon-valley-office-growth-amid-ai-boom/,Santa Clara HQ expansion
Marvell Technology,semiconductor,"Wilmington, DE",USA,Public,MRVL,Fabless,B,Vietnam expansion (HCM + Da Nang) Sept 2025; India R&D expansion; $5.5B Celestial AI acquisition Dec 2025,2025,6,https://www.marvell.com/company/newsroom/marvell-accelerates-expansion-in-vietnam.html,Vietnam + India R&D expansion
Eugene Technology,semiconductor,"Yongin, South Korea",Korea,Public,084370.KQ,Equipment (Front-End),B,Samsung large ALD order; batch-type ALD localization; Icheon investment agreement,2025,6,https://pitchbook.com/profiles/company/164906-29,Samsung ALD supplier
Clas-SiC Wafer Fab,semiconductor,"Lochgelly, UK",UK,Private,,Fabs,B,£12M investment; 150mm SiC wafer foundry; prototyping and low-volume production,2025,6,https://clas-sic.com/,UK SiC foundry
MemryX,semiconductor,"Ann Arbor, MI",USA,Private,,Fabless,B,$44M Series B; compute-at-memory AI accelerators; ramping production,2025,6,https://www.prnewswire.com/news-releases/memryx-raises-44-million-in-series-b-funding-for-advanced-edge-ai-computing-302412842.html,Michigan AI chip startup
FuriosaAI,semiconductor,"Seoul, South Korea",Korea,Private,,Fabless,B,$125M Series C; tensor contraction processor; mass production of LLM accelerator,2025,6,https://furiosa.ai/blog/announcing-furiosaais-125m-series-c-bridge-funding-to-scale-sustainable-ai-compute/,Korean AI inference
Neura Robotics,robotics-oem,Metzingen Germany,,Private,,Cognitive Robots,A,€120M Series B for cognitive robots in logistics/care/manufacturing; US market expansion planned,2025,6,https://www.marionstreetcapital.com/insights/the-robotics-industry-funding-landscape-2025,Your €120M raise for cognitive robots signals expansion — considering US manufacturing presence?
Chang Robotics,robotics-oem,Multiple US,,Private,,Healthcare/Industrial Robotics,A,$50M Chang Robotics Fund + expansion to fourth US operational site,Apr 2025,6,https://www.roboticstomorrow.com/news/2025/04/28/chang-robotics-announces-major-us-manufacturing-push-50m-fund-launch-and-breakthrough-innovations-for-2025/24650/,Your $50M fund and fourth US site show commitment to domestic manufacturing — where is the next expansion?
Mitsubishi Electric,robotics-international-v3,"Tokyo, Japan",Japan,Public,6503.T,Industrial Robotics,B,Strategic investment in Realtime Robotics (May 2024) for motion planning,2024-05,6,https://www.credenceresearch.com/report/warehouse-robotics-market,Motion planning investment; factory automation
Ballard Power,hydrogen-energy,"Burnaby, BC Canada",Canada,Public,BLDP,Fuel Cells,B,Heavy-duty mobility fuel cells; transit bus + truck focus; European + China expansion,2024,6,https://www.ballard.com/,Heavy-duty fuel cell leader
HydrogenPro,hydrogen-energy,"Porsgrunn, Norway",Norway,Public,HYPRO.OL,Electrolyzers,B,Large-scale alkaline modules; electrode production expansion; industrial hydrogen,2025,6,https://www.snsinsider.com/blogs/leading-hydrogen-electrolyzer-manufacturers-in-2025,Large-scale alkaline systems
LONGi Green Energy,solar-manufacturing,"Xi'an, China / Ohio",China,Public,601012.SS,Modules,B,Ohio module factory partnership announced Mar 2024; operations Q1 2025,2025,6,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,Ohio factory partnership
Silfab Solar,solar-manufacturing,"Mississauga, ON Canada / Burlington WA",Canada,Private,,Modules,B,Burlington WA + Fort Mill SC facilities; 1.3 GW combined capacity; North American focused,2024,6,https://silfabsolar.com/our-story/,WA + SC manufacturing; North American made
Heliene,solar-manufacturing,"Sault Ste. Marie, ON Canada / Mountain Iron MN",Canada,Private,,Modules,B,Minnesota facility operational; Canadian + US manufacturing; Iron Range expansion,2024,6,https://www.solarpowerworldonline.com/2023/10/3sun-expects-its-american-made-solar-cells-to-enter-market-in-2025/,Minnesota + Ontario manufacturing
Meyer Burger,solar-manufacturing,"Thun, Switzerland / Goodyear AZ",Switzerland,Public,MBTN.SW,Cells + Modules,B,Arizona module plant operational; Colorado cell plant announced Q4 2024 start; 2 GW HJT cell capacity,2024,6,https://www.meyerburger.com/en/newsroom/artikel/meyer-burger-announces-solar-cell-production-facility-in-colorado-usa,Arizona + Colorado US manufacturing
OMCO Solar,solar-manufacturing,"Phoenix, AZ",USA,Private,,Trackers + Racking,B,Arizona manufacturing; Origin tracker system; utility-scale focus,2024,6,https://solarbuildermag.com/news/tracking-trackers-product-upgrades-and-strategic-moves-from-top-u-s-solar-manufacturers/,Arizona US manufacturing; utility focus
DB HiTek,semiconductor,"Bucheon, South Korea",Korea,Public,000990.KS,Fabs,B,Image sensor expansion; machine vision/autonomous vehicles; high value-added focus,2024,5,https://dbhitek.com/en/index,Korea specialty foundry
Locus Robotics,robotics-oem,Wilmington MA,,Private,,Warehouse AMRs,B,New HQ construction in Wilmington; expanding globally; FedEx and major 3PL deployments,2023-2025,5,https://www.bostonglobe.com/2023/07/26/business/locus-launches-work-new-hq-wilmington/,Your new HQ and global expansion show AMR demand growing — planning US production capacity expansion?
Solid Power,battery-expanded,"Louisville, CO",USA,Public,SLDP,EV Battery,B,BMW partnership; sulfide solid electrolyte; pilot production,2024-2025,5,https://www.solidpowerbattery.com/,Solid-state development; BMW/Ford
JA Solar,solar-manufacturing,"Beijing, China / Phoenix AZ",China,Public,002459.SZ,Modules,B,Phoenix AZ 2 GW module factory announced; targeting US domestic content,2024,5,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,Phoenix AZ factory planned
Maxeon Solar,solar-manufacturing,Singapore,Singapore,Public,MAXN,Cells + Modules,B,Premium IBC technology; US cell manufacturing plans; SunPower spinoff,2024,5,https://www.maxeon.com/,Premium IBC cell technology
ESS Inc.,battery-expanded,"Wilsonville, OR",USA,Public,GWH,Long-Duration Storage,B,$50M EXIM grant for expansion,2024,4,https://essinc.com/,Iron flow batteries; EXIM backed
Enphase Energy,battery-expanded,"Fremont, CA",USA,Public,ENPH,Residential Storage,B,SC + WI + third US site; IQ Battery 5P,2023-2025,4,https://enphase.com/,US manufacturing expansion
